City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,sabratah,32.7933,12.4885,18.34,53,64,10.08,LY,1700953280
284,tepecoacuilco de trujano,18.3,-99.4833,27.05,52,0,0.57,MX,1700953281
285,ploudalmezeau,48.5333,-4.65,7.14,87,100,2.57,FR,1700953281
286,tabou,4.423,-7.3528,25.28,89,17,3.39,CI,1700953281
287,paita,-5.0892,-81.1144,21.09,78,36,8.3,PE,1700953282
288,nea ionia,38.0373,23.7595,14.63,59,40,8.94,GR,1700953282
289,manokwari,-0.8667,134.0833,27.37,75,95,2.61,ID,1700953282
290,soanierana ivongo,-16.9167,49.5833,23.17,85,82,1.38,MG,1700953282
291,okha,53.5739,142.9478,-14.08,93,100,11.22,RU,1700953283
292,port douglas,-16.4833,145.4667,29.52,59,90,2.04,AU,1700953217
293,gadzhiyevo,69.2551,33.3362,-7.92,87,99,2.36,RU,1700953284
294,puerto real,36.5282,-6.1901,9.78,81,0,0.51,ES,1700953284
295,kununurra,-15.7667,128.7333,27.99,74,63,3.09,AU,1700953244
296,port lavaca,28.615,-96.6261,20.03,78,100,6.17,US,1700953256
297,tutoia,-2.7619,-42.2744,26.99,79,2,5.4,BR,1700953285
298,gwadabawa,13.3561,5.2366,28.48,45,100,2.8,NG,1700953285
299,lenbe,19.7,-72.4,25.5,90,63,2.33,HT,1700953285
300,porto seguro,-16.4497,-39.0647,25.29,78,100,3.6,BR,1700953286
301,ulladulla,-35.35,150.4667,25.43,41,0,3.35,AU,1700953286
302,st. john's,47.5649,-52.7093,-1.03,71,75,6.69,CA,1700953287
303,alice springs,-23.7,133.8833,28.75,37,100,4.12,AU,1700953287
304,san patricio,28.017,-97.5169,21.05,80,100,6.02,US,1700953187
305,mukalla,14.5425,49.1242,24.93,76,45,1.48,YE,1700953288
306,sechura,-5.5569,-80.8222,23.12,64,51,8.17,PE,1700953288
307,al wakrah,24.85,51.3333,21.05,73,84,3.08,QA,1700953289
308,rudnichnyy,59.617,52.4703,-16.5,100,97,1.03,RU,1700953289
309,dudinka,69.4058,86.1778,-27.6,100,30,2.08,RU,1700953290
310,anuradhapura,8.3565,80.4173,23.0,97,24,2.05,LK,1700953290
311,sabang,5.8933,95.3214,26.51,78,100,1.62,ID,1700953291
312,susuman,62.7833,148.1667,-25.02,99,100,2.4,RU,1700953291
313,al mahwit,15.4701,43.5448,15.1,67,10,0.94,YE,1700953291
314,rio grande,-32.035,-52.0986,20.06,75,31,5.0,BR,1700952717
315,mandalgovi,45.7625,106.2708,-8.95,78,99,4.31,MN,1700953293
316,thurgoona,-36.0451,146.9919,23.14,100,6,3.23,AU,1700953293
317,kirkwall,58.9848,-2.9587,5.03,81,100,1.03,GB,1700953293
318,matane,48.8286,-67.522,-4.21,77,85,7.56,CA,1700953282
319,tshabong,-26.05,22.45,28.78,36,16,4.63,BW,1700953294
320,ermoupolis,37.4423,24.9425,19.39,39,15,14.4,GR,1700953294
321,karasburg,-28.0167,18.75,22.19,18,1,3.41,NA,1700953295
322,khandyga,62.6667,135.6,-41.36,100,98,0.21,RU,1700953295
323,lewistown,40.5992,-77.5714,2.88,81,0,0.0,US,1700953296
324,bonnyville,54.2668,-110.735,-0.38,60,35,4.83,CA,1700953213
325,pisco,-13.7,-76.2167,21.03,73,0,7.2,PE,1700953296
326,brookings,44.3114,-96.7984,-4.79,84,100,4.12,US,1700953268
327,mediesu aurit,47.7833,23.15,0.97,79,100,2.66,RO,1700953297
328,leh,34.1667,77.5833,-1.9,35,81,0.99,IN,1700953297
329,chubek,37.6137,69.7061,11.04,28,100,0.26,TJ,1700953298
330,santa rosa de rio primero,-31.1523,-63.4019,23.03,50,74,3.95,AR,1700952709
331,trinidad,-14.8333,-64.9,28.99,70,40,2.06,BO,1700953298
332,sao raimundo nonato,-9.0153,-42.6994,29.2,33,24,1.64,BR,1700953298
333,jayapura,-2.5333,140.7,26.66,83,93,0.99,ID,1700953299
334,masterton,-40.9597,175.6575,17.16,56,89,3.65,NZ,1700953299
335,afif,23.9065,42.9172,22.23,52,91,3.64,SA,1700953300
336,esil,51.9556,66.4042,0.49,87,98,6.96,KZ,1700953300
337,aljezur,37.3191,-8.8033,12.23,86,14,2.28,PT,1700953300
338,zhezqazghan,47.7833,67.7667,-0.14,56,100,3.35,KZ,1700953301
339,krasnozerskoye,53.9828,79.2374,-3.04,96,96,4.56,RU,1700953301
340,levuka,50.1834,-105.4011,-0.1,92,100,9.22,CA,1700953301
341,new norfolk,-42.7826,147.0587,14.72,97,100,2.24,AU,1700953302
342,bowen,-20.0167,148.2333,26.23,71,100,4.04,AU,1700953302
343,klyuchi,52.2667,79.1667,0.68,55,97,4.87,RU,1700953302
344,merizo village,13.2658,144.6691,29.43,87,17,8.19,GU,1700953303
345,sorong,-0.8833,131.25,27.79,82,100,4.01,ID,1700953180
346,iskateley,67.6803,53.1512,-21.6,99,78,2.06,RU,1700953186
347,ostersund,63.1792,14.6357,-10.75,85,54,2.57,SE,1700953268
348,lompoc,34.6391,-120.4579,20.29,49,0,4.12,US,1700953304
349,nova sintra,14.8667,-24.7167,22.29,73,23,9.58,CV,1700953304
350,palembang,-2.9167,104.7458,25.05,94,40,0.0,ID,1700953306
351,lebu,-37.6167,-73.65,12.17,86,15,8.16,CL,1700953159
352,altay,47.8667,88.1167,-5.82,74,67,3.0,CN,1700953306
353,jalai nur,49.45,117.7,-24.09,100,91,1.05,CN,1700953306
354,tazacorte,28.629,-17.9293,20.54,76,100,3.09,ES,1700953307
355,molde,62.7375,7.1591,1.91,100,100,3.09,NO,1700953307
356,shalqar,47.8333,59.6,0.69,81,100,4.44,KZ,1700953307
357,bryan,30.6744,-96.37,16.58,61,100,4.12,US,1700953152
358,bijie,27.3125,105.2942,10.68,89,100,1.3,CN,1700953308
359,mersa matruh,31.3525,27.2453,18.11,39,0,5.14,EG,1700953308
360,bubaque,11.2833,-15.8333,28.2,47,0,4.44,GW,1700953309
361,pandan,14.0453,124.1694,26.64,86,52,5.1,PH,1700953174
362,palmer,42.1584,-72.3287,0.47,53,20,1.54,US,1700953263
363,boca do acre,-8.7522,-67.3978,22.65,99,98,1.19,BR,1700953309
364,alappuzha,9.49,76.3264,26.0,84,76,2.24,IN,1700953310
365,patan,27.6667,85.3333,12.83,94,75,0.45,NP,1700953310
366,batticaloa,7.7102,81.6924,26.73,76,52,2.46,LK,1700953310
367,stabat,3.761,98.4513,25.11,98,100,1.26,ID,1700953311
368,udachny,66.4167,112.4,-18.64,84,100,7.02,RU,1700953311
369,bhawaniganj,24.4167,75.8333,17.45,38,92,3.13,IN,1700953311
370,al mutayrifi,25.4788,49.5576,18.19,73,94,1.6,SA,1700953311
371,soritor,-6.1392,-77.1039,21.05,97,96,0.52,PE,1700953312
372,howard springs,-12.497,131.047,31.04,89,55,0.8,AU,1700953312
373,kapa'a,22.0752,-159.319,26.38,79,2,1.79,US,1700953188
374,oranjemund,-28.55,16.4333,15.49,92,4,3.19,NA,1700953313
375,ouallam,14.3188,2.0866,26.5,15,100,4.05,NE,1700953313
376,truth or consequences,33.1284,-107.2528,13.28,72,75,3.6,US,1700953313
377,uttar char fasson,22.2332,90.7132,20.86,76,36,3.35,BD,1700953313
378,turar ryskulov,42.5333,70.3333,10.35,34,94,2.73,KZ,1700953314
379,al mijlad,11.0333,27.7333,29.94,22,51,2.9,SD,1700953314
380,xiaoweizhai,26.1903,107.5125,14.46,98,100,1.2,CN,1700953314
381,deltebre,40.7499,0.7868,12.89,74,33,2.22,ES,1700953315
382,masuguru,-11.3667,38.4167,24.83,75,100,2.31,TZ,1700953315
383,chandbali,20.7833,86.7667,19.14,58,8,3.0,IN,1700953315
384,muang xay,20.7,101.9833,15.14,92,77,1.04,LA,1700953315
385,waingapu,-9.6567,120.2641,27.78,72,79,1.17,ID,1700953316
386,klaksvik,62.2266,-6.589,5.51,80,99,6.46,FO,1700953316
387,pontianak,-0.0333,109.3333,23.99,100,40,1.54,ID,1700953316
388,belyy yar,53.6039,91.3903,-4.06,58,0,5.0,RU,1700953316
389,sayansk,54.1088,102.1648,-11.76,91,100,2.88,RU,1700953317
390,andergrove,-21.0833,149.1833,26.47,72,100,2.07,AU,1700953215
391,shenjiamen,29.9576,122.298,14.21,69,2,1.12,CN,1700953317
392,ghadamis,30.1337,9.5007,11.54,46,2,1.59,LY,1700953318
393,la ronge,55.1001,-105.2842,-3.86,63,75,10.8,CA,1700953318
394,constantia,44.1833,28.65,2.61,91,100,13.61,RO,1700953189
395,mao,39.8885,4.2658,10.31,66,0,3.6,ES,1700953319
396,gumushkhane,40.4603,39.4814,6.02,94,96,3.75,TR,1700953319
397,piggs peak,-25.9667,31.25,19.94,97,65,1.08,SZ,1700953319
398,oguz,41.0708,47.4583,2.91,44,82,2.2,AZ,1700953319
399,la passe,45.5549,-0.8967,1.13,79,38,3.63,FR,1700953320
400,pundong,-7.9522,110.3486,26.0,83,100,1.3,ID,1700953320
401,fisterra,42.9049,-9.2629,8.34,76,93,1.44,ES,1700953195
402,astrakhan,46.3497,48.0408,9.95,81,75,4.02,RU,1700953321
403,mournies,35.4764,24.0092,15.22,94,75,11.83,GR,1700953321
404,port alfred,-33.5906,26.891,18.43,99,100,0.45,ZA,1700953210
405,krasnoyarskaya,47.6501,42.0443,9.39,97,100,3.61,RU,1700953322
406,ibshaway,29.358,30.6814,18.41,36,1,4.47,EG,1700953259
407,diyadin,39.5406,43.6713,0.53,84,98,2.4,TR,1700953322
408,tinghir,31.5157,-5.5343,8.98,26,90,0.24,MA,1700953323
409,barra de santo antonio,-9.4047,-35.5072,24.6,66,55,4.48,BR,1700953323
410,ceeldheer,3.8488,47.1806,26.15,85,73,5.76,SO,1700953324
411,plettenberg bay,-34.0527,23.3716,16.45,89,33,1.18,ZA,1700953324
412,madinat ash shamal,26.1293,51.2009,22.93,66,87,4.43,QA,1700953324
413,alo,7.4178,6.7371,25.66,86,98,1.99,NG,1700953325
414,sainyabuli,19.25,101.75,16.37,98,63,0.93,LA,1700953325
415,nizhneudinsk,54.9076,99.0276,-10.49,94,100,1.68,RU,1700953325
416,rio verde de mato grosso,-18.9181,-54.8442,27.17,61,54,1.92,BR,1700953325
417,obock,12.25,43.0833,20.87,83,100,5.75,DJ,1700953326
418,lamu,-2.2717,40.902,25.7,85,100,0.79,KE,1700953326
419,cam ranh,11.9214,109.1591,25.98,94,75,4.12,VN,1700953327
420,itaituba,-4.2761,-55.9836,27.95,57,87,0.55,BR,1700953314
421,henderson,36.0397,-114.9819,14.82,26,0,6.17,US,1700953165
422,lagos,6.5833,3.75,26.01,88,70,2.05,NG,1700953200
423,robore,-18.3333,-59.75,24.61,80,73,0.95,BO,1700953328
424,nguigmi,14.2495,13.1092,27.18,28,36,2.91,NE,1700953328
425,nar'yan-mar,67.6713,53.087,-21.48,99,81,2.07,RU,1700953328
426,yuanping,38.7153,112.7575,-3.22,52,4,0.22,CN,1700953329
427,sarikei,2.1167,111.5167,23.77,97,100,0.41,MY,1700953329
428,makary,12.5717,14.4666,28.26,29,56,3.69,CM,1700953329
429,eyl,7.9803,49.8164,25.56,76,7,7.6,SO,1700953330
430,baker city,44.7749,-117.8344,6.47,51,0,1.54,US,1700953031
431,anadarko,35.0726,-98.2437,7.0,77,100,4.92,US,1700953330
432,preobrazheniye,42.9019,133.9064,-5.73,52,89,3.16,RU,1700953331
433,taghazout,30.5426,-9.7112,13.43,75,25,3.17,MA,1700953331
434,murghob,38.1702,73.9667,-8.77,48,59,1.57,TJ,1700953331
435,strezhevoy,60.7333,77.5889,-8.91,95,100,3.13,RU,1700953332
436,al burayqah,30.4062,19.5739,19.81,57,5,10.93,LY,1700953332
437,rizokarpaso,35.6,34.375,21.25,70,76,10.11,CY,1700953332
438,valjevo,44.2751,19.8982,-0.11,85,100,7.44,RS,1700953333
439,siwa oasis,29.2041,25.5195,15.1,36,0,4.4,EG,1700953333
440,vorkuta,67.5,64.0,-10.5,90,100,2.37,RU,1700953333
441,whakatane,-37.9585,176.9854,22.71,65,57,4.47,NZ,1700953334
442,boguchany,58.3814,97.4531,-21.67,99,37,1.44,RU,1700953334
443,nuevo,33.8014,-117.1459,19.82,25,0,3.6,US,1700953334
444,santa cruz,-17.8,-63.1667,27.03,61,40,2.57,BO,1700953335
445,port victoria,0.0939,33.9756,20.91,85,100,4.61,KE,1700953335
446,ciudad lazaro cardenas,17.9583,-102.2,28.01,66,0,2.43,MX,1700953335
447,shizuishan,39.2333,106.7694,-0.16,40,75,2.03,CN,1700953336
448,marianna,30.7744,-85.2269,18.25,59,0,1.54,US,1700953336
449,mokrous,51.2333,47.5167,2.93,98,100,4.95,RU,1700953337
450,cinisi,38.1562,13.1073,13.56,46,75,11.83,IT,1700953337
451,alpena,45.0617,-83.4327,2.14,66,100,2.06,US,1700953338
452,chernyshevskiy,63.0128,112.4714,-27.81,98,96,1.14,RU,1700953338
453,pasni,25.2631,63.471,23.65,57,63,4.86,PK,1700953339
454,kill devil hills,36.0307,-75.676,11.66,79,100,7.2,US,1700953339
455,crane,31.3974,-102.3501,15.48,64,54,4.79,US,1700953340
456,yuzhno-kurilsk,44.0306,145.8556,-0.35,78,96,7.61,RU,1700953340
457,gremyachinsk,58.5603,57.851,-5.36,97,100,1.25,RU,1700953341
458,worland,44.0169,-107.9554,-6.18,83,20,1.54,US,1700953341
459,carbonear,47.7332,-53.2148,-0.49,68,74,5.65,CA,1700953342
460,narasapur,16.45,81.6667,23.66,83,13,2.87,IN,1700953342
461,merowe,18.4833,31.8167,28.03,28,57,4.15,SD,1700953342
462,fort st. john,56.2499,-120.8529,3.94,75,40,2.06,CA,1700953083
463,circleville,39.6006,-82.946,5.24,62,0,1.54,US,1700953293
464,victoria point,-27.5833,153.3,26.77,70,19,0.89,AU,1700953343
465,broken hill,-31.95,141.4333,20.7,49,0,4.56,AU,1700953343
466,kunming,25.0389,102.7183,6.96,100,75,2.0,CN,1700953344
467,papao,-17.75,-149.55,30.82,76,55,9.83,PF,1700953344
468,ancud,-41.8697,-73.8203,12.44,76,19,1.83,CL,1700953188
469,fortuna,40.5982,-124.1573,14.4,59,0,3.6,US,1700953345
470,altamira,-3.2033,-52.2064,25.89,71,96,0.76,BR,1700953288
471,kiama,-34.6833,150.8667,26.88,64,1,2.24,AU,1700953346
472,coruripe,-10.1256,-36.1756,25.59,66,33,4.66,BR,1700953346
473,namibe,-15.1961,12.1522,23.48,84,90,3.43,AO,1700953346
474,kulhudhuffushi,6.6221,73.07,28.29,76,53,3.91,MV,1700953346
475,cody,44.5263,-109.0565,-5.21,73,0,2.06,US,1700953347
476,three points,32.0767,-111.3137,18.12,44,20,2.06,US,1700953347
477,al ghayzah,16.2079,52.176,25.48,68,80,0.96,YE,1700953348
478,hlobyne,49.3878,33.2596,0.2,88,100,4.73,UA,1700953348
479,mahbubnagar,16.7333,77.9833,20.8,90,77,2.22,IN,1700953348
480,axim,4.8699,-2.2405,24.37,95,100,2.53,GH,1700953349
481,ulundi,-28.3352,31.4162,20.06,97,97,1.17,ZA,1700953349
482,mount pearl,47.5166,-52.7813,-1.49,71,75,6.69,CA,1700953222
483,phang nga,8.4509,98.5298,25.02,97,100,2.66,TH,1700953350
484,amod,21.9833,72.9,23.9,48,46,2.33,IN,1700953350
485,galliano,29.4422,-90.2992,18.33,77,100,2.57,US,1700953351
486,taksimo,56.3444,114.8794,-25.44,94,77,0.46,RU,1700953351
487,vallegrande,-18.4897,-64.1069,15.01,91,73,1.42,BO,1700953351
488,banda aceh,5.5577,95.3222,25.65,82,100,1.68,ID,1700953352
489,trincomalee,8.5711,81.2335,27.63,77,58,5.37,LK,1700953352
490,palikir - national government center,6.9248,158.1611,25.47,94,100,3.09,FM,1700953352
491,alofi,-19.0595,-169.9187,29.94,74,99,4.63,NU,1700953352
492,pudozh,61.8099,36.5345,-13.92,95,32,1.79,RU,1700953353
493,pedro ii,-4.4247,-41.4586,26.33,44,19,2.01,BR,1700953353
494,lihue,21.9789,-159.3672,25.97,79,2,3.39,US,1700953354
495,jijiga,9.35,42.8,15.43,58,59,2.62,ET,1700953354
496,indianola,41.3581,-93.5574,-0.73,91,99,2.06,US,1700953354
497,yelizovo,53.1873,158.3805,-5.67,57,20,1.0,RU,1700953354
498,sidney,-33.8679,151.2073,27.95,63,40,3.6,AU,1700953201
499,posto fiscal rolim de moura,-13.0833,-62.2667,25.11,86,89,1.17,BR,1700953355
500,viedma,-40.8135,-62.9967,27.79,26,33,4.27,AR,1700953179
501,port blair,11.6667,92.75,27.02,78,40,3.09,IN,1700953356
502,bardai,11.65,7.2333,24.6,46,27,0.98,NG,1700953356
503,vilyuchinsk,52.9306,158.4028,-5.6,73,24,12.31,RU,1700953356
504,sisimiut,66.9395,-53.6735,-2.73,79,18,4.97,GL,1700953162
505,burutu,5.3509,5.5076,26.17,87,95,2.5,NG,1700953357
506,pasvalys,56.0594,24.4036,-3.88,95,100,3.74,LT,1700953156
507,salmon arm,50.6998,-119.3024,3.62,70,53,0.51,CA,1700953358
508,biala podlaska,52.0324,23.1165,-0.82,96,93,4.59,PL,1700953140
509,keetmanshoop,-26.5833,18.1333,26.51,14,0,4.12,NA,1700953358
510,cozumel,20.5083,-86.9458,28.3,85,3,1.34,MX,1700953325
511,mollendo,-17.0231,-72.0147,19.56,83,89,2.94,PE,1700953359
512,westport,41.1415,-73.3579,2.89,62,55,0.89,US,1700953193
513,miacatlan,18.7667,-99.3667,28.87,39,0,2.06,MX,1700953359
514,sao joao da barra,-21.6403,-41.0511,23.05,71,100,3.56,BR,1700953187
515,villa ojo de agua,-29.5,-63.6938,19.34,58,2,5.46,AR,1700953360
516,novopokrovskaya,45.9514,40.7006,10.86,88,100,3.36,RU,1700953360
517,savanna-la-mar,18.219,-78.1332,28.29,83,97,0.33,JM,1700953360
518,laghouat,33.8,2.8651,11.08,25,76,1.33,DZ,1700953361
519,prado,-17.3411,-39.2208,24.37,72,100,6.54,BR,1700953352
520,maun,-19.9833,23.4167,27.32,43,54,2.24,BW,1700953361
521,fort mcmurray,56.7268,-111.381,-4.23,58,0,5.66,CA,1700953208
522,chu,43.5983,73.7614,4.64,66,88,0.29,KZ,1700953362
523,waimea,20.0231,-155.6717,25.25,85,35,2.24,US,1700953362
524,san martin,-33.081,-68.4681,32.3,21,1,5.12,AR,1700953346
525,salinas,36.6777,-121.6555,19.05,37,0,4.63,US,1700953262
526,massawa,15.6097,39.45,28.97,70,19,1.34,ER,1700953363
527,tokar,18.4254,37.729,27.04,76,87,4.39,SD,1700953214
528,tupiza,-21.45,-65.7167,15.31,73,92,4.42,BO,1700953363
529,dunedin,-45.8742,170.5036,15.45,70,11,1.34,NZ,1700953216
530,muromtsevo,56.3724,75.2418,-3.97,97,100,2.89,RU,1700953364
531,santiago de cao,-7.9589,-79.2392,21.07,78,29,5.66,PE,1700953364
532,karratha,-20.7377,116.8463,28.36,54,7,4.39,AU,1700953184
533,cintruenigo,42.0777,-1.8088,7.63,79,10,2.27,ES,1700953364
534,kunashak,55.7032,61.5498,0.29,95,73,2.89,RU,1700953365
535,san antonio de pale,-1.4014,5.6325,26.47,84,23,4.45,GQ,1700953365
536,isangel,-19.55,169.2667,28.06,47,75,3.09,VU,1700953365
537,yasinya,48.2794,24.3604,-5.04,93,100,1.75,UA,1700953366
538,boysun,38.2061,67.1986,13.61,18,100,2.66,UZ,1700953366
539,lubumbashi,-11.6609,27.4794,16.78,95,93,0.84,CD,1700953366
540,fale old settlement,-9.3852,-171.2468,28.98,70,85,2.79,TK,1700953251
541,shira,54.4911,89.9531,-6.86,65,98,3.77,RU,1700953367
542,imbituba,-28.24,-48.6703,19.51,78,81,3.61,BR,1700953367
543,ormond-by-the-sea,29.3491,-81.0665,20.05,78,100,3.09,US,1700953367
544,zanesville,39.9404,-82.0132,5.09,56,58,1.38,US,1700953068
545,bridgewater,44.3835,-64.5155,-2.18,55,0,4.12,CA,1700953368
546,luderitz,-26.6481,15.1594,18.55,50,2,5.62,NA,1700953368
547,rong'an,26.1247,119.1214,12.77,88,4,1.12,CN,1700953368
548,myeik,12.4333,98.6,24.36,74,94,1.85,MM,1700953368
549,jiagedaqi,50.4167,124.1167,-22.66,95,17,1.45,CN,1700953369
550,port saint john's,-31.6229,29.5448,21.63,92,100,3.76,ZA,1700953369
551,cockburn town,21.4612,-71.1419,27.98,65,40,5.14,TC,1700953110
552,kaa-khem,51.6833,94.7333,-14.77,94,92,1.75,RU,1700953369
553,boende,-0.2167,20.8667,21.34,99,100,0.62,CD,1700953370
554,pangai,-19.8,-174.35,26.56,79,21,3.22,TO,1700953370
555,tsiombe,-25.3,45.4833,24.69,71,0,2.42,MG,1700953370
556,simpang,-1.2667,104.0833,23.25,98,100,0.71,ID,1700953370
557,znomenka,48.7128,32.6647,0.26,90,100,6.13,UA,1700953371
558,mejit,10.2753,170.8646,27.19,80,99,7.11,MH,1700953371
559,freetown,8.484,-13.2299,26.34,79,9,2.65,SL,1700953372
560,wamba,8.9333,8.6,24.12,77,68,1.47,NG,1700953373
561,longmen,24.9597,118.0889,15.34,83,0,1.7,CN,1700953373
562,krasnyy yar,46.5331,48.3456,9.98,80,71,3.31,RU,1700953374
563,maasim,5.8575,125.0061,27.75,75,85,4.46,PH,1700953374
564,qingdao,36.0986,120.3719,4.78,93,40,1.0,CN,1700953374
565,chalmette,29.9427,-89.9634,18.03,70,100,4.63,US,1700953295
566,torghay,49.6339,63.4981,-1.3,82,100,3.42,KZ,1700953375
